Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country
Eberhardt,"Eberhardt is a manufacturing company that specializes in the production, storage, and repair of tools and parts for many industries.",R4,Repair,Cleebronn,Baden-Wurttemberg,Germany
STORK,"STORK specializes in machine overhauls, refurbishments, modernization, and hardware design services.",R5,Refurbish,Billigheim,Rheinland-Pfalz,Germany
mecca.de,"mecca.de is a marketing agency that provides promotional branding, strategic advice, reduces complexity, and generates ideas.",R2,Reduce,Aachen,Nordrhein-Westfalen,Germany
CSG SERVICE,"CSG SERVICE specializes in the planning, installation, repair of heating and air conditioning systems for commercial and private customers.",R4,Repair,Wiesbaden,Hessen,Germany
Verkehrs Industrie Systeme,"VIS repairs and manufactures coaches, goods waggons, steam locomotives, and passenger coaches.",R4,Repair,Halberstadt,Sachsen-Anhalt,Germany
Brüggemann Energiekonzepte GmbH,Brüggemann Energiekonzepte GmbH distributes decentralised heat recovery ventilation systems.,R9,Recover,Drage,Niedersachsen,Germany
Enexio Service,"Enexio Service repairs, maintains, inspects, and evaluates cooling towers and components for the industrial sector.",R4,Repair,Bochum,Nordrhein-Westfalen,Germany
Attempto,Attempto installs telecommunications and networks as well as security systems and repair of computers for private and business customers.,R4,Repair,Krefeld,Nordrhein-Westfalen,Germany
PAATZ Viernau,"Paatz manufactures, sells, refurbishes, updates, and repairs custom machinery and assemblies along with installation and delivery services.","R4, R5","Repair, Refurbish",Viernau,Thuringen,Germany
Fernandez,Fernandez is an auto repair shop that provides glass and air conditioning services.,R4,Repair,Nördlingen,Bayern,Germany
AutoWelt,"AutoWelt is a truck workshop that offers truck towing, mounting, fault diagnosis, and repair services.",R4,Repair,Niederlauer,Bayern,Germany
K.a.p.u.t.t.,K.a.p.u.t.t. offers trend-setting IT solutions for car recyclers.,R8,Recycle,Pinneberg,Schleswig-Holstein,Germany
Funkladen Chef,Funkladen Chef offers repair and installation services for smartphones and accessories.,R4,Repair,Dresden,Sachsen,Germany
Awesome Life Group,Awesome Life Group is credit repair firm devoted to improving their client's daily lives by cleaning up their credit reports in Pittsburgh.,R4,Repair,Pausa,Sachsen,Germany
KIS Kran- und Industrieservice,"KIS Kran- und Industrieservice offers maintenance, repair, and training services for cranes and industrial machinery.",R4,Repair,Wismar,Mecklenburg-Vorpommern,Germany
Catódica,Catódica offers software and cloud solutions for controlling and monitoring electrochemical repair processes.,R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
Telefonic,Telefonic is a telephone shop that sells and repairs cell phones.,R4,Repair,Berlin,Berlin,Germany
HardwareSchmiede,"HardwareSchmiede is a console repair company, which can help you with  Computer, Hardware, Software and console.",R4,Repair,Mainz,Rheinland-Pfalz,Germany
Gekko Computer,Gekko Computer is an online shop that offers a wide range of refurbished IT products along with remarketing services.,R5,Refurbish,Berlin,Berlin,Germany
Stapel,"Stapel designs, manufactures, and repairs agricultural trucks and trailers.",R4,Repair,Thiermann,Niedersachsen,Germany
Auto Lehmann,"Auto-Lehmann is an automotive company that provides window repair, replacement, air conditioning, and exhaust services.",R4,Repair,Worms,Rheinland-Pfalz,Germany
High pressure pump service,"HPS designs, produces, repairs, and maintains centrifugal pumps and accessories for the construction industry.",R4,Repair,Eicklingen,Niedersachsen,Germany
Berlin Mechanik,Berlin Mechanik is an engineering company that offers a variety of industrial machines along with maintenance and repair services.,R4,Repair,Berlin,Berlin,Germany
LEHN Pallets,"LEHN Pallets manufactures, sells, and repairs pallets and loading equipment for freight forwarders.",R4,Repair,Bremerhaven,Bremen,Germany
Nova Solartechnik,Nova Solartechnik expertise in the design and manufacture of solar energy systems that are customized to reduce electricity costs.,R2,Reduce,Rietberg,Nordrhein-Westfalen,Germany
NORGATEC Trading Company,"NORGATEC Trading Company sells, rents, and repairs industrial trucks.",R4,Repair,Oststeinbek,Schleswig-Holstein,Germany
Elevator service Leis,"Elevator service Leis constructs, repairs, and maintains elevator and conveyor technology.",R4,Repair,Eppstein,Rheinland-Pfalz,Germany
halcom IT oHG,halcom IT oHG provides computer repair services.,R4,Repair,Essen,Nordrhein-Westfalen,Germany
AUTO CHECK Okumus,"AUTO CHECK Okumus is a vehicle repair shop that provides car key repair, wheel alignment, and engine diagnostics services.",R4,Repair,Schwäbisch Gmünd,Baden-Wurttemberg,Germany
Drechsler,"Drechsler provides new and used car parts, accessories, and repair services.",R4,Repair,Denkendorf,Baden-Wurttemberg,Germany
ETK,"ETK manufactures, maintains, and repairs power generators, switchgear, and exhaust systems.",R4,Repair,Berlin,Berlin,Germany
Sarauer Energy Technology,Sarauer Energy Technology is an electrical engineering company that offers installation and repair services for heating systems.,R4,Repair,Pöttmes,Bayern,Germany
Spairliners,"Spairliners provides aircraft components, safety equipment, and parts repair services for Airbus A380 and Embraer E-Jet aircraft family.",R4,Repair,Hamburg,Hamburg,Germany
Thees Plastic Recycling,Thees Plastic Recycling is a plastic fabrication company that produces and recycles plastic parts.,R8,Recycle,Dinklage,Niedersachsen,Germany
Köhler Montagen und Instandsetzungen,"Köhler Montagen und Instandsetzungen GmbH offers assembly, maintenance, and repair services for technical installations.",R4,Repair,Karsdorf,Sachsen,Germany
Veocycle,Veocycle revolutionizes e-bike maintenance with doorstep service. Repairs are done on-site or the bike is returned within 48 hours.,R4,Repair,Hamburg,Hamburg,Germany
FB Elevators,"FB Elevators is an elevator company that installs, maintains, and repairs lift systems.",R4,Repair,Arnsdorf,Sachsen,Germany
KoHo-IT,"KoHo-IT specializes in IT service, IT training, advice, PC maintenance, repair, and reinstallation services.",R4,Repair,Höhr-grenzhausen,Rheinland-Pfalz,Germany
Arya Computer,"Arya Computer offers network security, data recovery, firewall, cloud data, remote assistance, and IT consulting services.",R9,Recover,Hennef,Nordrhein-Westfalen,Germany
HBS Bolzenschweiss-Systeme,"HBS Bolzenschweiss-Systeme specializes in automation, repair and service, training courses, and mietservice.",R4,Repair,Dachau,Bayern,Germany
Duma-Bandzink,"Duma-Bandzink manufactures air knives, side trimmers, electrostatic oilers, and galvanizing systems along with repair and coating services.",R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
Davit-Company,"Davit-Company is a marine company that provides spare parts sales, repair, and service for lifeboats, cruises, boat winches, and cranes.",R4,Repair,Sulingen,Niedersachsen,Germany
Albert Klopfer,"Albert Klopfer manufactures, maintains, installs, and repairs turning, milling, grinding, and spark erosive machining equipment.",R4,Repair,Renningen,Baden-Wurttemberg,Germany
Gertzen Cranes & Transports,"Gertzen Cranes & Transports is a transportation and logistic company that provides mobile cranes, truck recovery, and towing services.",R9,Recover,Kluse,Niedersachsen,Germany
Gevetec,"Gevetec specializes in electrical installations, maintenance, and repair services.",R4,Repair,Würselen,Nordrhein-Westfalen,Germany
Horst Boening Heating Sanitary,"Horst Boening Heating Sanitary offers designed tailored bathrooms, installation, and repair services.",R4,Repair,Rendsburg,Schleswig-Holstein,Germany
Rollerparadies,"Rollerparadies manufactures two-wheeler as well as offers repairs, tuning, accident reports, spare parts, and insurance services.",R4,Repair,Berlin,Berlin,Germany
Paragon,"Paragon is a software company that offers software tools, products for backup & recovery, hard disk & storage lifecycle management.",R9,Recover,Freiburg,Baden-Wurttemberg,Germany
Norbert Snap,"Norbert Snap installs, repairs, and maintains heating, plumbing, and solar systems for residential and commercial sectors.",R4,Repair,Altenkunstadt,Bayern,Germany
Elektro Glockner,"Elektro Glockner offers electrical installation, consultation, construction, household appliances, and building repair services.",R4,Repair,Bad Krozingen,Baden-Wurttemberg,Germany
Team Strahltech,"Team Strahltech is a company that offers blast machines, service, control, repair, maintenance, and spare parts.",R4,Repair,Essen,Nordrhein-Westfalen,Germany
Menke-Janzen,Menke-Janzen is a vehicle construction company that offers parts and repair services.,R4,Repair,Werlte,Niedersachsen,Germany
Satrotec,"Satrotec specializes in leak detection, thermography, building drainage, drying, and repair services.",R4,Repair,Niederkassel,Nordrhein-Westfalen,Germany
Acritudo Systems,Acritudo Systems designs and installs extraction and heat recovery systems.,R9,Recover,Iserlohn,Nordrhein-Westfalen,Germany
NF TEC,"NF TEC is an IT company that provides services from software, hardware, cloud, security, data recovery, networking, to remote maintenance.",R9,Recover,Luckenwalde,Brandenburg,Germany
Kawalek Kompressoren,Kawalek Kompressoren specialized in selling compressors and carrying out repairs in this field.,R4,Repair,Berlin,Berlin,Germany
K + S Elektronik,K + S Elekronik is an electrical engineering company that focuses on industrial installation and repair services for various purposes.,R4,Repair,Villingen-schwenningen,Baden-Wurttemberg,Germany
ITS Reaktortechnik GmbH,"ITS Reaktortechnik GmbH develops and commercializes SmartSulf, a sulfur recovery technology. ",R9,Recover,Pullach,Bayern,Germany
Beiteke EDV-Service,"Beiteke EDV-Service offers consulting, data recovery, software development, and web hosting services.",R9,Recover,Witten,Nordrhein-Westfalen,Germany
Link Stone Building Materials,"Link Stone Building Materials specializes in the distribution of stone building materials, recycled building materials, and natural stones.",R8,Recycle,Korntal-münchingen,Baden-Wurttemberg,Germany
Computer studio,"Computer studio provides advice, installation, and repair services for hardware and software products.",R4,Repair,Donauwörth,Bayern,Germany
HUK-COBURG AutoService GmbH,Maintenance and Repair Marketplace,R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
Schmidt Electrical Engineering,"Schmidt Electrical Engineering is an electronic repair shop that develops, sells, and services AC, geared motors, and control technology.",R4,Repair,Treuen,Sachsen,Germany
Zimmerei Karrer,"Zimmerei Karrer is a timber construction company that offers carpentry, roofing, renovation, plumbing, and repair services.",R4,Repair,Woringen,Bayern,Germany
Junge,"Junge is a maritime insurance broker that provides risk management, claims advice, and recovery services.",R9,Recover,Hamburg,Hamburg,Germany
Mayr and Wilhelm,"Mayr and Wilhelm plans, manufactures, and repairs tube bundle heat exchangers.",R4,Repair,Buchholz In Der Nordheide,Niedersachsen,Germany
Hamburg4,"Hamburg4 is an IT consultancy that provides technical support, repairs, system upgrade, consultation, hardware, software, and accessories.",R4,Repair,Hamburg,Hamburg,Germany
OSWA,"OSWA repairs, maintains, and services measuring and calibration systems.",R4,Repair,Georgsmarienhütte,Niedersachsen,Germany
FLOWMONT,"FLOWMONT offers assembly, installation, maintenance, and repair of machinery and production plants.",R4,Repair,Obergruna,Sachsen,Germany
Wendlandt,"Wendlandt is a management consulting firm that provides market research, refurbishment, traffic planning, mergers, and acquisition services.",R5,Refurbish,Montabaur,Rheinland-Pfalz,Germany
Schiesser,Schiesser is a transportation company that offers rental and repair services for public transportation vehicles.,R4,Repair,Hammelburg,Bayern,Germany
Meding Plan and Project,Meding Plan and Project is an architecture design company that specializes in refurbishment and residential services.,R5,Refurbish,Hamburg,Hamburg,Germany
HAY Computing,"HAY Computing provides repair of printers and cash register systems, logistics, customer support, recycle, and spare parts services.","R4, R8","Repair, Recycle",Wentorf Bei Hamburg,Schleswig-Holstein,Germany
Windkraft-Service,"Windkraft-Service provides wind turbine maintenance, inspections, and repair services.",R4,Repair,Eisleben,Sachsen-Anhalt,Germany
Koch & Bergfeld Besteckmanufaktur,"Koch & Bergfeld Besteckmanufaktur is a silverware company that specializes in the design, production, and repair of silverware.",R4,Repair,Bremen,Bremen,Germany
Dent Electric Machines,Dent Electric Machines is a company that specializes in the distribution and repair of electric motors and drive components.,R4,Repair,Singen,Baden-Wurttemberg,Germany
DoKaSch,"DoKaSch develops, manufacturers, and repairs air freight loading equipment.",R4,Repair,Staudt,Rheinland-Pfalz,Germany
Saar Stahlbau,"Saar Stahlbau renders construction services that include bridge building, mechanical machining, industrial assembly, steel & plant repairs.",R4,Repair,Saarbrücken,Saarland,Germany
Amex Sanivar,Amex Sanivar is a pipe rehabilitation company that installs and repairs pipes for construction sites.,R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
Toolmaking Ruhla,"Toolmaking Ruhla designs, develops, produces, repairs, and maintains injection molding tools for the medical industry.",R4,Repair,Seebach,Thuringen,Germany
EDV-Fabianek,"EDV-Fabianek provides web designing, computer hardware repairing and training services.",R4,Repair,Ainring,Bayern,Germany
Uhthoff & Zarniko,"Uhthoff & Zarniko installs and repairs pumps, engines, and transmissions.",R4,Repair,Berlin,Berlin,Germany
Reichert & Partner Telecommunication and Computer,Reichert & Partner Telecommunication and Computer provides mobile phone and computer repair services.,R4,Repair,Grimma,Sachsen,Germany
Gloning Crane Technology,"Gloning Crane Technology supplies, maintains, and repairs crane technology products for industrial sectors.",R4,Repair,Stödtlen,Baden-Wurttemberg,Germany
Forklift Center Pieckert,"Forklift Center Pieckert sells, rents, maintains, and repairs forklifts and tractors.",R4,Repair,Empfingen,Baden-Wurttemberg,Germany
Carl Baguhn Hamburg,"CBH is a diesel engine component repair and maintenance firm that offers laser measurement, mechanical engineering, and casting services.",R4,Repair,Hamburg,Hamburg,Germany
Gögler Automation,"Gögler Automation plans, installs, maintains, and repairs electrical assembly and control cabinet systems.",R4,Repair,Leutkirch,Baden-Wurttemberg,Germany
Momac Group,"Momac Group maintains, inspects, and repairs industrial gears.",R4,Repair,Moers,Nordrhein-Westfalen,Germany
timing,"timing provides temporary employment, certifications, installation, repair, and maintenance facilities.",R4,Repair,Dortmund,Nordrhein-Westfalen,Germany
Sli24,Sli 24 provides electrical equipment repair services.,R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
Lorasch,"Lorasch manufactures, delivers, assembles, maintains, and repairs lifting equipment.",R4,Repair,Gemünden,Bayern,Germany
Autohaus Borgmann,"Autohaus Borgmann is an automotive company that offers services like repair, delivery, and rental services of automobiles.",R4,Repair,Dorsten,Nordrhein-Westfalen,Germany
TK-Service,"TK-Service is a construction company that offers old building renovation, insulation cavity filling, and building repair services.",R4,Repair,Lage,Nordrhein-Westfalen,Germany
Haushalt- und IndustrieTechnik Rabenau,"Haushalt- und IndustrieTechnik Rabenau specializes in the maintenance and repair of oil, gas, and solid fuel firing systems.",R4,Repair,Rabenau,Sachsen,Germany
Ammon,"Ammon installs, sells, and repairs TV sets and hi-fi systems.",R4,Repair,Eisenberg,Bayern,Germany
Ruppel Hydraulics,"Ruppel Hydraulics produces and sells industrial components, control blocks, units, valves, cylinders, assembly, and repair services.",R4,Repair,Porta Westfalica,Nordrhein-Westfalen,Germany
Richard Ditting,"Richard Ditting builds ambitious residential projects, commercial buildings and hotels and involves in the refurbishment of properties..",R5,Refurbish,Rendsburg,Schleswig-Holstein,Germany
Sturgeon Environmental Technology,"Sturgeon Environmental Technology specializes in maintenance, refurbishment, and services for exhaust air cleaning systems.",R5,Refurbish,Emmingen,Baden-Wurttemberg,Germany
Conitel,"Conitel installs, maintains, and repairs laboratory equipment.",R4,Repair,Äpfingen,Baden-Wurttemberg,Germany
Abold,"Abold is an electrical company that offers lighting, alarm, and telephone system installation, maintenance, and repair services.",R4,Repair,Munich,Bayern,Germany
Zinc 75,Zink 75 provides data recovery and IT forensics services.,R9,Recover,Wittenberg,Baden-Wurttemberg,Germany
Tedom Schnell,"Tedom Schnell offers engine repair, retrofitting, electro thermography and CHP services for bio and natural gas plants.",R4,Repair,Wangen Im Allgäu,Baden-Wurttemberg,Germany
Intergate,Intergate provides computer repair service.,R4,Repair,Garrel,Niedersachsen,Germany
GERONO computer technology,GERONO computer technology provides repair services.,R4,Repair,Velbert,Nordrhein-Westfalen,Germany
DATA DESIGN,"DATA DESIGN offers IT security, data recovery, web design, and web hosting services.",R9,Recover,Leer,Niedersachsen,Germany
B+N Tortechnik,"B+N Tortechnik is a construction company specializing in repair and maintenance services for industrial, garage, and special doors.",R4,Repair,Schutterwald,Baden-Wurttemberg,Germany
Weyhmuller Packaging Technology,Weyhmuller Packaging Technology is a manufacturer of ice cream cone winding machines that provides maintenance and repair services.,R4,Repair,Neu-ulm,Bayern,Germany
Deka,"Deka repairs, maintains, replaces, and sells telephone systems.",R4,Repair,Dormagen,Nordrhein-Westfalen,Germany
Roofer Rödel,"Roofer Rödel is a roofing company that provides plumbing, scaffolding, and repair services.",R4,Repair,Munich,Bayern,Germany
Wertstoff Bader,"Wertstoff Bader is a waste disposal company that recycles wood pallets, beams, metal scrap, old clothes, and packaging styrofoam.",R8,Recycle,Garmisch-partenkirchen,Bayern,Germany
Autronic electronic-service,Autronic provides consumer electronics repair services.,R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany
BIG water technology,BIG water technology is a water treatment company that maintains and repairs industrial water treatment plants.,R4,Repair,Ketternschwalbach,Hessen,Germany
Repair Express,"Repair Express offers smartphone and cell phone repair, spare parts, discreet processing, and competent consulting services.",R4,Repair,Hanover,Niedersachsen,Germany
Laptiptop,"Laptiptop offers a comprehensive range of spare parts along with professional repair services for notebooks, tablets, and smartphones.",R4,Repair,Unterpleichfeld,Bayern,Germany
Thun Automotive,"THUN Automotive is an Automotive company that provides Automotive services, Collision Repair, and Automobile Parts.",R4,Repair,Gevelsberg,Nordrhein-Westfalen,Germany
Cabin Spacey,Cabin Spacey is a rethinking construction with high-quality serial modular units.,R1,Rethink,Berlin,Berlin,Germany
LIG,"LIG calls for the conservation and recovery of resources through the use of circular economies, bio-energy, and environmental technology.",R9,Recover,Velbert,Nordrhein-Westfalen,Germany
Hans Mayer Elektrotechnik,"Hans Mayer Elektrotechnik specializes in repairing, winding, and manufacturing electric motors.",R4,Repair,Lauf An Der Pegnitz,Bayern,Germany
AutoPartner Bad Duben,AutoPartner Bad Düben maintains and repair construction machinery and trucks.,R4,Repair,Bad Düben,Sachsen,Germany
Computerservice,"Computerservice specializes in advice and sale of software and hardware, repair services, wiring of networks, and telecommunications.",R4,Repair,Leipzig,Sachsen,Germany
VWT Tank Technology Rhein-Ruhr,"VWT Tank Technology Rhein-Ruhr installs, maintains, and repairs tank systems for the oil and gas sector.",R4,Repair,Bochum,Nordrhein-Westfalen,Germany
Boyn,"Boyn specializes in maintenance, copying, printing systems, fax machines repair, and offer document and print management software solutions.",R4,Repair,Heilbronn,Baden-Wurttemberg,Germany
Etrag,Etrag is a vehicle workshop that repairs and replaces defective gears.,R4,Repair,Aachen,Nordrhein-Westfalen,Germany
Energy Measurement and Service Services,"ENERMESS produces, repairs, and calibrates gas and water meters.",R4,Repair,Magdeburg,Sachsen-Anhalt,Germany
ISP industry,"ISP industry is an industrial service firm providing products, logistics, and repair services for the manufacturing and transport sectors.",R4,Repair,Brunnthal,Bayern,Germany
Autohaus Brütsch,"Autohaus Brütsch offers vehicle exchange, purchase, and repair services.",R4,Repair,Tuttlingen,Baden-Wurttemberg,Germany
Tara,"TARA Paletten-Handel- und Reparaturdienst GmbH trades and repairs pallets, offering EPAL-certified services and custom solutions.",R4,Repair,Wuppertal,Nordrhein-Westfalen,Germany
Bertelmann,Bertelmann offers LED retrofitting and repair service as well as cleaning and maintenance.,R4,Repair,Bünde,Nordrhein-Westfalen,Germany
Wichmann,"Wichmann specializes in the development, manufacture, and repair of Cardan shafts for commercial vehicle and industrial applications.",R4,Repair,Lotte,Nordrhein-Westfalen,Germany
ROS,ROS is a shelf repair company that repairs and inspects storage racks.,R4,Repair,Stuttgart,Baden-Wurttemberg,Germany
BM Green Cooling,"BM Green Cooling is a cooling company that offers hall cooling, production hall cooling, heat recovery, and paper cooling services.",R9,Recover,Schwarzenbruck,Bayern,Germany
3D-Computer,"3D Computer is an electronics repair center that specializes in notebooks, computers, mobile phones, and tablets.",R4,Repair,Magdeburg,Sachsen-Anhalt,Germany
Premier Computer Handels,Premier Computer Handels provides computer repair services.,R4,Repair,Hamburg,Hamburg,Germany
Techma Edm Technology,Techma Edm Technology is a dealer and repairer of used eroding machines.,R4,Repair,Nürtingen,Baden-Wurttemberg,Germany
Modern office technology,"Modern office technology it provides office supplies, consulting, and repair service.",R4,Repair,Arnsberg,Nordrhein-Westfalen,Germany
Facility Management Schleswig-Holstein,"Facility Management Schleswig-Holstein specializes in the installation, maintenance, and repair of the technical building infrastructure.",R4,Repair,Lübeck,Schleswig-Holstein,Germany
sbs,sbs specializes in information technology solutions that provide software repairing and system solutions for apple and windows systems.,R4,Repair,Munich,Bayern,Germany
RCS,"RCS specializes in developing customer-specific software solutions, network infrastructure, VoIP telephony, and offers repair services.",R4,Repair,Finsterwalde,Brandenburg,Germany
Technodata,"Technodata manufactures, repairs, maintains, and supplies industrial products.",R4,Repair,Remscheid,Nordrhein-Westfalen,Germany
Compressed Air Schmitz,"Compressed Air Schmitz sells, repairs, and maintains compressor air systems.",R4,Repair,Velbert,Nordrhein-Westfalen,Germany
Riesolar,"Riesolar is an online store for thermal solar systems, solar power systems with repair and maintenance of photovoltaic systems.",R4,Repair,Furth Im Wald,Bayern,Germany
SEIBOLD & PARTNER SYSTEM HOUSE,SEIBOLD & PARTNER SYSTEM HOUSE provides sales and computer repair services.,R4,Repair,Stuttgart,Baden-Wurttemberg,Germany
Carl A. Pfeiffer,Carl A. Pfeiffer is a musical instrument manufacturer that designs and manufactures pianos and provides repair and transport services.,R4,Repair,Leonberg,Baden-Wurttemberg,Germany
CSS Draht Schmidt,"CSS Draht Schmidt is a manufacturing company that develops, distributes, assembles, and repairs metal conveyor belts.",R4,Repair,Lahnstein,Rheinland-Pfalz,Germany
TSS-Software,TSS-Software is a Software company that provides Software for maintenance and repair services.,R4,Repair,Obersulmetingen,Baden-Wurttemberg,Germany
Engineering Company Construction,"Engineering Company Construction is a construction company that provides structural engineering, analysis, and refurbishment services.",R5,Refurbish,Asperg,Baden-Wurttemberg,Germany
Wiedemann Sicherheitstechnik,"Wiedemann Sicherheitstechnik provides alarm systems, security, video surveillance installation, maintenance, and repair services.",R4,Repair,Witten,Nordrhein-Westfalen,Germany
AS Elevator + Service Services,"AS Elevator + Service Services repairs, maintains, modernizes, and furnishes passenger and goods elevators.",R4,Repair,Bissendorf,Niedersachsen,Germany
VKNet,"VKNet specializes in web hosting, network security, IT infrastructure, backup, and recovery services.",R9,Recover,Reutlingen,Baden-Wurttemberg,Germany
IAM-Net,IAM-Net provides independent repair and services to vehicle entrepreneurs as well as offers products online with various facilities.,R4,Repair,Dortmund,Nordrhein-Westfalen,Germany
Airplus Engineering,"Airplus Engineering is a manufacturing company that specializes in aircraft modifications, refurbishments, and special mission conversions.",R5,Refurbish,Lichterfeld,Brandenburg,Germany
Piston Seeger,Piston Seeger sells and repairs engines and spare parts.,R4,Repair,Steinbach,Hessen,Germany
MPN,"MPN offers the purchase, sale, repair, and rental services for containers.",R4,Repair,Hamburg,Hamburg,Germany
Gehling Flight Technology,"Gehling Flight Technology is an aircraft restoration company that offers maintenance, airframe repairs, and inspection services.",R4,Repair,Stadtlohn,Nordrhein-Westfalen,Germany
LKO Electro,"LKO Electro manufactures control cabinets along with services like wiring & assembly, heating control & AC, and complex electrical repairs.",R4,Repair,Halle An Der Saale,Sachsen-Anhalt,Germany
G-Star,"Denim Project manufactures sustainable denim clothing, including jeans and tees, using recycled materials.",R8,Recycle,Herford,Nordrhein-Westfalen,Germany
TECTRION GmbH,"Tectrion offers engineering services, maintenance, assembly, and repairs from a single source, testing services, software tools, etc.",R4,Repair,Leverkusen,Nordrhein-Westfalen,Germany
Maurer Architects,"Maurer Architects is an architectural firm that specializes in refurbishment, redevelopment, renovation, and residential construction.",R5,Refurbish,Ulm,Baden-Wurttemberg,Germany
aixSELLent,"aixSELLent offers a wide range of refurbished products such as notebooks, mobiles, tablets, and TV via online stores.",R5,Refurbish,Würselen,Nordrhein-Westfalen,Germany
Stahlmann,Stallman is an industrial furnace construction company that provides burner maintenance and repair services.,R4,Repair,Remscheid,Nordrhein-Westfalen,Germany
TVS Repair & Logistic,TVS Repair & Logistic specializes in repair and logistics services for consumer electronics.,R4,Repair,Sindelfingen,Baden-Wurttemberg,Germany
KFZ-Meister-Betrieb,"KFZ-Meister-Betrieb is a vehicle repair center that provides accident repair, inspection, and maintenance services.",R4,Repair,Hamburg,Hamburg,Germany
Schoenrock Hydraulik,"Schoenrock Hydraulik is a manufacturer and supplier of hydraulic, electrical watertight sliding doors, shell doors, repair, and maintenance.",R4,Repair,Tornesch,Schleswig-Holstein,Germany
Schabmüller,"Schabmüller develops, designs, manufactures, tests and repairs motors, generators, spare parts and other electrical components.",R4,Repair,Berching,Bayern,Germany
Nahrwold & Lehmeier,"Nahrwold & Lehmeier is a waste management company that collects, transports, and recycles waste.",R8,Recycle,Lippe,Nordrhein-Westfalen,Germany
UNITAINER Trading,"UNITAINER Trading is a container business company that specializes in purchasing, selling, renting, and repairing containers.",R4,Repair,Hamburg,Hamburg,Germany
Autohaus Frohlich,Autohaus Frohlich is a car dealership company that offers a wide range of new and used vehicles along with vehicle repair facilities.,R4,Repair,Nuremberg,Bayern,Germany
PCI Augsburg,"PCI Augsburg provides building materials such as tile-laying, sealing, structural waterproofing, concrete repair and garden landscaping.",R4,Repair,Augsburg,Bayern,Germany
Clemens Lammers,"Clemens Lammers sells, repairs, and maintains electric motors and frequency converters.",R4,Repair,Rheine,Nordrhein-Westfalen,Germany
Motor Company,Motor Company is a recreational vehicle repair shop specializing in the engine repair.,R4,Repair,Sande,Niedersachsen,Germany
Koller + Schwemmer,"Koller + Schwemmer focuses on the construction, maintenance, and repair of Bosch diesel injection pumps and nozzle holders.",R4,Repair,Nuremberg,Bayern,Germany
Metal construction and repair Kreutzfeldt,Metal construction and repair Kreutzfeldt is a metal construction company.,R4,Repair,Templin,Brandenburg,Germany
Deuschle Spindel,Deuschle Spindel is expertise in the repairing of motor and grinding spindles of all types.,R4,Repair,Bisingen,Baden-Wurttemberg,Germany
Landau joinery,"Landau Joinery specializes in windows, doors, interior design, furniture, repairs, and renovation services.",R4,Repair,Mörfelden-walldorf,Hessen,Germany
Limberg,"Limberg specializes in awnings, roller shutters, and blinds, offering delivery, installation, and repair services.",R4,Repair,Stuttgart,Baden-Wurttemberg,Germany
Aristotherm,"Aristotherm installs, inspects, maintains, and repairs ventilation, heating, and sanitary systems.",R4,Repair,Ergolding,Bayern,Germany
Smitty's Garage,Smitty's Garage is a vehicle repair shop.,R4,Repair,Wangen,Baden-Wurttemberg,Germany
LES Industrial Assembly,"LES Industrial Assembly specializes in energy boiler repair, pipeline installation, clad coating, and welding services.",R4,Repair,Berlin,Berlin,Germany
RuckZuck Car Glass,"RuckZuck Car Glass is a vehicle glass repair center that offers vehicle lettering, advertising, and decoration services.",R4,Repair,Wolfenbüttel,Niedersachsen,Germany
Kraus Elektromotoren,"Kraus Elektromotoren repairs and rents electric motors, provides spare parts, drive technology, and offers repair services.",R4,Repair,Blomberg,Niedersachsen,Germany
K&T Heat Tracing Company,"K&T Heat Tracing Company plans, designs, installs, and repairs electric heaters.",R4,Repair,Hofheim Am Taunus,Hessen,Germany
Schuster Automobiles,Schuster Automobiles is an automobile manufacturing firm that focuses on offering maintenance and repair services for cars and automobiles.,R4,Repair,Ruhstorf,Bayern,Germany
Recycle it,Recycle it is an electronics recycling company.,R8,Recycle,Eppishausen,Bayern,Germany
Recuperma Service,"Recuperma Service specializes in the recycling and repair of scrap shears, scrap presses, and shredders.",R4,Repair,Castrop-rauxel,Nordrhein-Westfalen,Germany
GALL EDV Systeme,GALL provides data recovery service.,R9,Recover,Flachslanden,Bayern,Germany
Hamburger Container Service,Hamburger Container Service repairs and stores empty sea containers in the port.,R4,Repair,Hamburg,Hamburg,Germany
Sky Electrical Engineering,"HEM is an electrical manufacturer and service provider offering engineering, switchgear construction, repair, and retrofit services.",R4,Repair,Velbert,Nordrhein-Westfalen,Germany
Coswig,Coswig specializes in manufacturing sophisticated and innovative casting solutions that helps to improve development process & reduce costs.,R2,Reduce,Coswig,Sachsen,Germany
Angelo surface technology,"Angelo surface technology offers accident repair, powder coating, car painting, and industrial painting services.",R4,Repair,Tuttlingen,Baden-Wurttemberg,Germany
APS Aviation Parts Service,"APS Aviation Parts Service specializes in procurement, purchasing, replacement, repair, storage, sales, and delivery programs.",R4,Repair,Mönchengladbach,Nordrhein-Westfalen,Germany
